@relation estimation
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7a numeric
@attribute f7b numeric
@attribute f7c numeric
@attribute f8a numeric
@attribute f8b numeric
@attribute f8c numeric
@attribute f9a numeric
@attribute f9b numeric
@attribute f9c numeric
@attribute f10a numeric
@attribute f10b numeric
@attribute f10c numeric
@attribute f11a numeric
@attribute f11b numeric
@attribute f11c numeric
@attribute f12a numeric
@attribute f12b numeric
@attribute f12c numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25a numeric
@attribute f25b numeric
@attribute f25c numeric
@attribute f25d numeric
@attribute f25e numeric
@attribute f25f numeric
@attribute f26a numeric
@attribute f26b numeric
@attribute f26c numeric
@attribute f26d numeric
@attribute f26e numeric
@attribute f26f numeric
@attribute f27a numeric
@attribute f27b numeric
@attribute f27c numeric
@attribute f27d numeric
@attribute f27e numeric
@attribute f27f numeric
@attribute f28a numeric
@attribute f28b numeric
@attribute f28c numeric
@attribute f28d numeric
@attribute f28e numeric
@attribute f28f numeric
@attribute f29a numeric
@attribute f29b numeric
@attribute f29c numeric
@attribute f29d numeric
@attribute f29e numeric
@attribute f29f numeric
@attribute f30a numeric
@attribute f30b numeric
@attribute f30c numeric
@attribute f30d numeric
@attribute f30e numeric
@attribute f30f numeric
@attribute f31a numeric
@attribute f31b numeric
@attribute f31c numeric
@attribute f31d numeric
@attribute f32a numeric
@attribute f32b numeric
@attribute f32c numeric
@attribute f32d numeric
@attribute f33a numeric
@attribute f33b numeric
@attribute f33c numeric
@attribute f33d numeric
@attribute f34a numeric
@attribute f34b numeric
@attribute f34c numeric
@attribute f34d numeric
@attribute f35a numeric
@attribute f35b numeric
@attribute f35c numeric
@attribute f35d numeric
@attribute f36a numeric
@attribute f36b numeric
@attribute f36c numeric
@attribute f36d numeric
@attribute f37a numeric
@attribute f37b numeric
@attribute f37c numeric
@attribute f37d numeric
@attribute f38a numeric
@attribute f38b numeric
@attribute f38c numeric
@attribute f38d numeric
@attribute f39a numeric
@attribute f39b numeric
@attribute f39c numeric
@attribute f39d numeric
@attribute f40a numeric
@attribute f40b numeric
@attribute f40c numeric
@attribute f40d numeric
@attribute f41a numeric
@attribute f41b numeric
@attribute f41c numeric
@attribute f41d numeric
@attribute f42a numeric
@attribute f42b numeric
@attribute f42c numeric
@attribute f42d numeric
@attribute f43a numeric
@attribute f43b numeric
@attribute f43c numeric
@attribute f43d numeric
@attribute f44a numeric
@attribute f44b numeric
@attribute f44c numeric
@attribute f44d numeric
@attribute f45a numeric
@attribute f45b numeric
@attribute f45c numeric
@attribute f45d numeric
@attribute f46a numeric
@attribute f46b numeric
@attribute f46c numeric
@attribute f46d numeric
@attribute f47a numeric
@attribute f47b numeric
@attribute f47c numeric
@attribute f47d numeric
@attribute f48a numeric
@attribute f48b numeric
@attribute f48c numeric
@attribute f48d numeric
@attribute f49a numeric
@attribute f49b numeric
@attribute f49c numeric
@attribute f49d numeric
@attribute f50a numeric
@attribute f50b numeric
@attribute f50c numeric
@attribute f50d numeric
@attribute f51a numeric
@attribute f51b numeric
@attribute f51c numeric
@attribute f51d numeric
@attribute f52a numeric
@attribute f52b numeric
@attribute f52c numeric
@attribute f52d numeric
@attribute f53a numeric
@attribute f53b numeric
@attribute f53c numeric
@attribute f53d numeric
@attribute f54a numeric
@attribute f54b numeric
@attribute f54c numeric
@attribute f54d numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute class { Positive, Negative}
@data
2.0,2.142857142857143,1.0,5.5,7.0,0.3544303797468354,1.5,2.5,1.0,0.0,2.0,0.0,1.5,0.5,1.0,1.5,3.5,1.0,1.0,3.0,1.0,0.0379746835443038,0.189873417721519,0.02531645569620253,0.5,0.0,0.5,0.5,2.0,0.02531645569620253,1.8125,2.68359375,0.5,4.5,8.0,0.3670886075949367,1.333333333333333,0.8,2.0,0.6,1.5,2.5,?,1.071428571428571,?,0.0,?,?,0.6666666666666666,2.0,1.0,3.0,1.5,0.5,3.666666666666667,1.571428571428571,5.5,0.4285714285714285,1.5,3.5,7.0,2.333333333333333,7.0,0.3333333333333333,1.0,3.0,9.333333333333334,1.866666666666666,14.0,0.2,1.5,7.500000000000001,1.0875,2.175,1.066176470588235,2.71875,1.305532094594595,12.076171875,1.242404513888889,48.3046875,1.0,1.0,1.0,1.0,0.8181818181818182,3.0,1.285714285714286,4.5,0.8888888888888888,2.666666666666667,1.6,2.666666666666667,0.02617328519855596,0.2406639004149378,0.04878048780487805,0.3580246913580247,0.25,0.3333333333333333,0.2,0.5,0.0,?,0.0,?,0.5,0.3333333333333333,1.0,0.5,0.09090909090909091,0.3333333333333333,0.1428571428571428,0.5,0.2857142857142857,2.0,0.6666666666666666,2.0,0.07142857142857142,0.6666666666666666,0.1333333333333333,1.0,0.3,0.6,0.2941176470588235,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.3333333333333333,0.1428571428571428,0.5,0.2222222222222222,0.6666666666666666,0.4,0.6666666666666666,0.001805054151624549,0.01659751037344398,0.00336417157275021,0.02469135802469136,1.2,1.8,1.470588235294118,1.5,1.042471042471043,0.0,0.925925925925926,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.3333333333333333,0.6,0.3333333333333333,0.02527075812274368,0.6,0.8823529411764706,0.5,1.009493670886076,1.221593581001646,1.0,0.8181818181818182,0.3636363636363636,0.3670886075949367,0.25,0.0,1.0,0.09090909090909091,0.1666666666666667,0.04166666666666666,Positive
1.3125,0.30859375,0.5,2.0,8.0,0.3442622950819672,1.0,1.0,?,0.0,0.0,?,1.0,1.0,?,1.0,1.0,?,1.0,1.0,?,0.03278688524590164,0.03278688524590164,?,?,?,?,?,0.0,0.0,2.571428571428572,10.95918367346939,0.5,10.5,7.0,0.5901639344262295,1.3125,1.3125,1.0,?,?,?,?,?,?,?,?,?,0.5,0.5,1.0,?,?,?,2.0,2.0,1.0,?,?,?,8.0,8.0,1.0,?,?,?,10.5,10.5,1.0,?,?,?,1.959183673469388,2.571428571428572,2.571428571428572,?,35.51330405579954,?,?,?,1.0,0.5,0.5,?,5.25,10.5,10.5,?,0.875,7.0,7.0,?,0.05620608899297424,0.5901639344262295,0.5901639344262295,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,?,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,?,0.0,0.0,0.0,?,1.0,1.0,1.0,?,1.0,?,?,?,1.0,1.0,1.0,?,1.0,1.0,1.0,?,1.0,1.0,1.0,?,0.03278688524590164,1.0,1.0,?,1.433255269320843,2.153095908655782,1.0,1.0,0.4117647058823529,0.5901639344262295,?,?,?,?,0.0,0.0,Negative
1.769230769230769,1.292899408284023,0.5,5.0,13.0,0.4299065420560748,2.2,1.0,?,3.16,0.0,?,0.5,1.0,?,5.5,1.0,?,5.0,4.0,?,0.205607476635514,0.07476635514018691,?,0.6428571428571429,0.05102040816326531,0.5,1.0,7.0,0.08411214953271028,0.9166666666666666,0.1597222222222222,0.5,1.5,12.0,0.205607476635514,0.804195804195804,1.769230769230769,2.2,?,?,?,0.4091453823683618,?,?,?,?,?,1.0,0.5,0.5,?,?,?,0.9090909090909091,5.0,5.5,?,?,?,2.6,3.25,1.25,?,?,?,2.090909090909091,5.75,2.75,?,?,?,0.6666666666666666,0.7096774193548386,1.186274509803922,?,0.1392673327278232,0.08251121076233185,2.576851851851852,?,1.0,1.0,1.0,?,0.3,0.2727272727272727,1.5,?,0.6,1.0,1.090909090909091,?,0.008906882591093117,0.01854974704890388,0.05034324942791762,?,0.3633540372670808,0.2922077922077922,0.6428571428571429,?,0.03946200905991688,0.01614569878584345,?,?,1.0,1.0,0.5,?,0.2,0.1818181818181818,1.0,?,0.5384615384615384,1.4,1.75,?,0.1956521739130435,0.4090909090909091,1.125,?,0.4675324675324676,0.4976958525345622,0.8319327731092437,?,0.04448645943390981,0.02635673103322047,0.8231292517006805,?,1.0,1.0,1.0,?,0.2,0.1818181818181818,1.0,?,0.35,0.5833333333333334,0.6363636363636364,?,0.003643724696356275,0.007588532883642495,0.02059496567505721,?,1.286713286713287,1.703225806451613,1.294117647058824,?,1.127323734743563,1.632430493273543,0.0,?,1.0,1.0,2.0,?,1.0,1.0,1.0,?,0.65,0.4166666666666667,0.3636363636363636,?,0.01862348178137652,0.7096774193548387,0.4705882352941176,?,0.7024922118380061,0.1395131491585116,1.0,0.2727272727272727,0.2926829268292683,0.205607476635514,0.3721804511278196,0.03129769017873311,1.0,0.1818181818181818,0.3181818181818182,0.1184210526315789,Positive
2.2,2.86,0.5,5.0,5.0,0.3492063492063492,1.2,2.5,?,0.26,0.0,?,0.5,2.5,?,2.0,2.5,?,5.0,1.0,?,0.1904761904761905,0.07936507936507936,?,0.75,0.0625,0.5,1.0,2.0,0.04761904761904762,1.5,1.142857142857143,0.5,3.0,7.0,0.3333333333333333,1.833333333333333,0.8800000000000001,0.48,?,?,?,11.0,?,?,?,?,?,1.0,0.2,0.2,?,?,?,2.5,2.0,0.8,?,?,?,1.0,5.0,5.0,?,?,?,1.833333333333333,4.4,2.4,?,?,?,0.84,1.4,1.125,?,0.4590163934426229,4.666666666666666,1.582417582417582,?,1.0,1.0,1.0,?,0.6,1.5,1.2,?,1.0,1.0,2.333333333333333,?,0.03017241379310345,0.05511811023622047,0.1308411214953271,?,0.3409090909090909,0.625,0.3,?,0.02185314685314685,0.2403846153846154,?,?,1.0,1.0,0.2,?,0.2,0.5,0.4,?,0.4,0.4,2.0,?,0.1363636363636364,0.25,0.6,?,0.42,0.7000000000000001,0.5625,?,0.02510245901639344,0.2552083333333333,0.08653846153846152,?,1.0,1.0,1.0,?,0.2,0.5,0.4,?,0.2857142857142857,0.2857142857142857,0.6666666666666666,?,0.004310344827586207,0.007874015748031496,0.01869158878504673,?,1.232,1.12,1.875,?,1.148688524590164,1.061666666666667,0.0,?,1.0,1.0,5.0,?,1.0,1.0,1.0,?,0.7142857142857143,0.7142857142857143,0.3333333333333333,?,0.03160919540229885,0.8,0.625,?,0.9523809523809524,0.7981542682546611,1.0,0.6,0.35,0.3333333333333333,0.4230769230769231,0.03680048661800486,1.0,0.2,0.1818181818181818,0.07692307692307691,Negative
1.444444444444444,1.080246913580247,0.5,4.0,9.0,0.2452830188679245,0.8,1.166666666666667,2.5,0.06,0.4444444444444444,3.166666666666667,0.5,0.5,1.0,1.0,2.5,5.0,5.0,9.0,3.0,0.07547169811320754,0.1981132075471698,0.1415094339622641,0.6875,0.05859375,0.5,1.0,8.0,0.1037735849056604,1.25,0.5625,0.5,3.0,10.0,0.2358490566037736,1.805555555555555,1.238095238095238,0.5777777777777777,0.6857142857142857,0.32,0.4666666666666667,18.00411522633745,2.430555555555555,0.341130604288499,0.135,0.01894736842105263,0.1403508771929824,1.0,1.0,0.5,1.0,0.5,0.5,4.0,1.6,0.8,0.4,0.2,0.5,1.8,1.0,3.0,0.5555555555555556,1.666666666666667,3.0,3.25,1.238095238095238,1.733333333333333,0.3809523809523809,0.5333333333333333,1.4,1.148648648648649,1.710526315789474,1.328125,1.057692307692308,0.7578671328671329,9.05357142857143,1.757432432432432,0.3610742705570292,1.0,1.0,1.0,1.0,0.75,3.0,1.2,0.6,0.5882352941176471,0.7692307692307693,0.5882352941176471,0.9090909090909091,0.01799856011519078,0.05747126436781609,0.02224199288256228,0.03101736972704715,0.4759615384615385,0.859375,0.5892857142857143,0.275,0.05424107142857143,0.9765625,0.1318359375,0.01850328947368421,1.0,1.0,1.0,0.5,0.25,1.0,0.4,0.2,0.8888888888888888,1.6,0.8888888888888888,2.666666666666667,0.4230769230769231,1.375,0.5238095238095238,0.7333333333333334,0.6317567567567568,0.9407894736842106,0.73046875,0.5817307692307692,0.07894449300699301,0.9430803571428574,0.1830658783783784,0.03761190318302387,1.0,1.0,1.0,1.0,0.25,1.0,0.4,0.2,0.4705882352941176,0.6153846153846154,0.4705882352941176,0.7272727272727273,0.007919366450683946,0.02528735632183908,0.009786476868327402,0.01364764267990074,1.327327327327327,1.094736842105263,1.239583333333333,2.115384615384615,1.455437566548678,0.965714285714286,1.388588588588588,2.032714412024757,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.3846153846153846,0.5294117647058824,0.2727272727272727,0.01871850251979842,0.4210526315789473,0.65625,0.5769230769230769,1.037735849056604,0.6486003573555689,1.0,0.6,0.2272727272727273,0.2358490566037736,0.5107142857142857,0.05184473167539267,1.0,0.2,0.3076923076923077,0.1571428571428572,Positive
1.55,0.4225,0.5,2.5,10.0,0.3163265306122449,1.166666666666667,1.5,?,0.2222222222222222,0.25,?,0.5,1.0,?,2.0,2.0,?,6.0,2.0,?,0.1428571428571428,0.06122448979591837,?,0.5,0.0,0.5,0.5,3.0,0.03061224489795918,1.692307692307692,1.366863905325444,0.5,4.0,13.0,0.4489795918367347,1.328571428571429,1.033333333333333,0.7777777777777778,?,?,?,1.90125,1.69,0.8888888888888888,?,?,?,1.0,0.5,0.5,?,?,?,1.25,1.25,1.0,?,?,?,1.666666666666667,5.0,3.0,?,?,?,2.214285714285714,5.166666666666667,2.333333333333333,?,?,?,1.294117647058824,1.79185520361991,1.88034188034188,?,2.625,5.535798816568048,4.020187956839539,?,1.0,1.0,1.0,?,1.6,2.0,2.0,?,1.0,1.444444444444444,2.6,?,0.02890932982917214,0.06386066763425254,0.1481481481481481,?,0.3225806451612903,0.4285714285714285,0.3333333333333333,?,0.0,0.0,0.0,?,1.0,1.0,0.5,?,0.2,0.25,0.25,?,0.3,0.5,1.5,?,0.0967741935483871,0.2142857142857143,0.5,?,0.3823529411764706,0.5294117647058824,0.5555555555555556,?,0.0,0.0,0.0,?,1.0,1.0,1.0,?,0.2,0.25,0.25,?,0.2307692307692308,0.3333333333333333,0.6,?,0.001971090670170828,0.004354136429608127,0.0101010101010101,?,1.185294117647059,1.235294117647059,1.666666666666667,?,0.8113920454545452,0.8999999999999999,0.7352941176470585,?,1.0,1.0,2.0,?,1.0,1.0,1.0,?,0.7692307692307693,0.6666666666666666,0.4,?,0.02036793692509856,0.8235294117647058,0.6666666666666666,?,1.17425431711146,1.666766534341997,1.0,1.0,0.3823529411764706,0.4489795918367347,0.3529411764705882,0.0,1.0,0.2,0.1666666666666667,0.05882352941176471,Negative
1.384615384615385,0.6597633136094674,0.5,3.0,13.0,0.3461538461538461,1.625,0.7,1.625,0.296875,0.06,1.296875,1.0,0.5,0.5,2.5,1.0,3.5,4.0,5.0,4.0,0.125,0.0673076923076923,0.125,0.75,0.1458333333333333,0.5,1.5,6.0,0.08653846153846154,1.3,0.7600000000000001,0.5,3.0,10.0,0.25,0.8520710059171598,1.978021978021978,0.8520710059171598,2.321428571428572,1.0,0.4307692307692307,2.222360635316101,10.99605522682446,0.508733157481999,4.947916666666667,0.2289156626506024,0.04626506024096386,0.5,1.0,1.0,2.0,2.0,1.0,1.2,3.0,0.8571428571428571,2.5,0.7142857142857143,0.2857142857142857,3.25,2.6,3.25,0.8,1.0,1.25,2.769230769230769,5.142857142857143,2.769230769230769,1.857142857142857,1.0,0.5384615384615384,1.097777777777778,1.181818181818182,1.7875,1.181818181818182,1.300284360189574,1.948717948717949,7.073846153846156,0.9620253164556962,1.0,1.0,1.0,1.0,1.0,1.2,2.0,0.8571428571428571,0.5263157894736842,1.0,0.9090909090909091,1.0,0.01382243487506645,0.03795620437956204,0.06970509383378015,0.03795620437956204,0.5416666666666666,0.4615384615384616,1.071428571428571,0.4615384615384616,0.2210388639760837,0.4912280701754386,2.430555555555556,0.1124497991967872,1.0,0.5,1.0,1.0,0.5,0.6,1.5,0.4285714285714285,0.4615384615384616,1.5,1.2,1.5,0.25,0.6923076923076923,1.285714285714286,0.6923076923076923,0.6333333333333334,0.6818181818181818,1.03125,0.6818181818181818,0.2495063191153239,0.3739316239316239,1.357371794871795,0.1845991561181434,1.0,1.0,1.0,1.0,0.5,0.6,1.0,0.4285714285714285,0.3157894736842105,0.6,0.5454545454545454,0.6,0.004784688995215312,0.01313868613138686,0.02412868632707775,0.01313868613138686,1.169230769230769,1.477272727272727,0.9624999999999999,1.477272727272727,1.128789365938473,0.7612179487179487,0.5584615384615385,1.641613924050633,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6842105263157895,0.4,0.4545454545454545,0.4,0.01913875598086125,0.5909090909090909,0.4375,0.5909090909090909,1.05,1.135173581710415,1.0,0.8571428571428571,0.2380952380952381,0.25,0.5652173913043479,0.2109862671660424,1.0,0.4285714285714285,0.2307692307692308,0.1304347826086956,Negative
1.6875,2.43359375,0.5,5.5,8.0,0.3103448275862069,1.5,1.2,1.5,0.875,0.2600000000000001,0.0,0.5,0.5,1.5,3.0,2.0,1.5,4.0,5.0,1.0,0.1379310344827586,0.1379310344827586,0.03448275862068965,0.6,0.04,0.5,1.0,5.0,0.06896551724137931,2.25,2.895833333333333,0.5,5.5,6.0,0.3103448275862069,1.125,1.40625,1.125,1.25,1.0,0.7999999999999999,2.78125,9.35997596153846,?,3.365384615384615,?,?,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.833333333333333,2.75,3.666666666666667,1.5,2.0,1.333333333333333,2.0,1.6,8.0,0.8,4.0,5.0,2.25,2.25,9.0,1.0,4.0,4.0,1.772727272727273,2.25,2.5,3.0,1.615167766776678,4.738636363636363,12.06597222222222,19.85714285714286,1.0,1.0,1.0,1.0,1.0,1.833333333333333,2.75,3.666666666666667,0.4615384615384616,0.6666666666666666,0.6,1.0,0.02287166454891995,0.05113636363636364,0.05113636363636364,0.1978021978021978,0.3555555555555556,0.4,0.5,0.4,0.01643659711075441,0.04571428571428571,0.1538461538461538,?,1.0,1.0,1.0,0.3333333333333333,0.1818181818181818,0.3333333333333333,0.5,0.6666666666666666,0.625,1.25,1.0,5.0,0.2222222222222222,0.5,0.5,2.0,0.4727272727272727,0.6,0.6666666666666666,0.7999999999999999,0.02231023102310231,0.06545454545454545,0.1666666666666666,0.2742857142857143,1.0,1.0,1.0,1.0,0.1818181818181818,0.3333333333333333,0.5,0.6666666666666666,0.3846153846153846,0.5555555555555556,0.5,0.8333333333333334,0.005082592121982211,0.01136363636363636,0.01136363636363636,0.04395604395604396,1.329545454545455,1.5,1.333333333333333,2.0,1.357350969471947,1.431818181818182,1.083333333333333,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.6153846153846154,0.4444444444444444,0.5,0.1666666666666667,0.02287166454891995,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.5,1.679583333333333,1.0,1.0,0.2068965517241379,0.3103448275862069,0.4,0.0288,1.0,0.1818181818181818,0.2777777777777778,0.1111111111111111,Negative
1.954545454545455,0.8388429752066116,1.0,3.5,11.0,0.4095238095238095,1.0,1.333333333333333,?,0.0,0.3055555555555556,?,1.0,1.0,?,1.0,2.5,?,2.0,6.0,?,0.0380952380952381,0.1523809523809524,?,0.625,0.046875,0.5,1.0,4.0,0.04761904761904762,1.541666666666667,0.9357638888888892,0.5,3.5,12.0,0.3523809523809524,1.954545454545455,1.465909090909091,0.75,?,?,?,?,2.745304282494365,0.0,?,?,?,1.0,1.0,1.0,?,?,?,3.5,1.4,0.4,?,?,?,5.5,1.833333333333333,0.3333333333333333,?,?,?,10.75,2.6875,0.25,?,?,?,0.9635416666666666,2.055555555555556,1.468253968253968,?,0.9614012557077629,14.97222222222223,2.901593453919036,?,1.0,1.0,1.0,?,1.0,3.5,1.4,?,0.8,2.0,1.2,?,0.016353591160221,0.172093023255814,0.04378698224852071,?,0.3197674418604651,0.625,0.46875,?,0.05588054187192119,?,0.1534090909090909,?,0.5,0.5,0.5,?,0.2857142857142857,1.0,0.4,?,0.3636363636363636,2.0,0.6666666666666666,?,0.1162790697674419,1.25,0.3124999999999999,?,0.390625,0.8333333333333334,0.5952380952380952,?,0.04815924657534247,0.75,0.1453488372093023,?,1.0,1.0,1.0,?,0.2857142857142857,1.0,0.4,?,0.2666666666666667,0.6666666666666666,0.4,?,0.002209944751381215,0.02325581395348837,0.005917159763313609,?,1.221590909090909,1.333333333333333,1.26984126984127,?,0.8618249745273406,0.0,0.9474590869939707,?,2.0,2.0,2.0,?,1.0,1.0,1.0,?,0.7333333333333333,0.3333333333333333,0.6,?,0.01900552486187845,0.4444444444444444,0.7619047619047619,?,1.027777777777778,1.149183723196882,1.0,1.0,0.3428571428571429,0.3523809523809524,0.376984126984127,0.06584387159533074,0.5,0.2857142857142857,0.2105263157894737,0.07936507936507936,Negative
1.653846153846154,0.8994082840236687,0.5,3.5,13.0,0.4134615384615384,1.0,1.0,1.8,0.0,0.25,0.2600000000000001,1.0,0.5,1.0,1.0,1.5,2.5,1.0,2.0,5.0,0.01923076923076923,0.03846153846153846,0.1730769230769231,0.8333333333333334,0.1388888888888889,0.5,1.5,6.0,0.09615384615384616,1.125,0.9635416666666666,0.5,4.0,12.0,0.2596153846153846,1.653846153846154,1.653846153846154,0.9188034188034188,1.0,0.5555555555555556,0.5555555555555556,?,3.597633136094675,3.459262630860263,0.0,0.0,0.9615384615384613,0.5,1.0,0.5,2.0,1.0,0.5,3.5,2.333333333333333,1.4,0.6666666666666666,0.4,0.6,13.0,6.5,2.6,0.5,0.2,0.4,21.5,10.75,2.388888888888889,0.5,0.1111111111111111,0.2222222222222222,0.8066037735849058,1.3125,1.285714285714286,0.8839285714285714,1.197378800917957,7.86892361111111,5.606060606060606,2.263855177993527,1.0,1.0,1.0,1.0,1.142857142857143,2.666666666666667,2.666666666666667,1.6,0.631578947368421,1.714285714285714,1.5,1.090909090909091,0.01202137132680321,0.2368421052631579,0.1238532110091743,0.02854122621564482,0.5038759689922481,0.8333333333333334,0.8333333333333334,0.462962962962963,0.1544225146198831,?,0.5555555555555557,0.5341880341880342,1.0,0.5,1.0,0.5,0.4285714285714285,1.5,1.0,0.6,0.4615384615384616,6.0,3.0,1.2,0.2325581395348837,5.0,2.5,0.5555555555555556,0.5974842767295598,0.9722222222222223,0.9523809523809524,0.6547619047619048,0.1725951424746606,1.13425925925926,0.8080808080808083,0.3263214670981661,1.0,1.0,1.0,1.0,0.4285714285714285,1.0,1.0,0.6,0.3157894736842105,0.8571428571428571,0.75,0.5454545454545454,0.004452359750667854,0.08771929824561403,0.04587155963302753,0.0105708245243129,1.18577648766328,1.166666666666667,1.142857142857143,1.414285714285714,1.117681206652476,0.0,1.454545454545455,0.6108737864077669,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.6842105263157895,0.1428571428571428,0.25,0.4545454545454545,0.01914514692787177,0.1666666666666667,0.2857142857142857,0.6428571428571429,0.84375,1.225373641304348,1.0,1.0,0.3076923076923077,0.2596153846153846,0.5223880597014925,0.1969453376205788,1.0,0.4285714285714285,0.2857142857142857,0.1492537313432836,Positive
1.722222222222222,1.283950617283951,0.5,4.0,9.0,0.4626865671641791,1.5,2.0,?,0.0,0.0,?,1.5,2.0,?,1.5,2.0,?,1.0,1.0,?,0.04477611940298507,0.05970149253731343,?,?,?,?,?,0.0,0.0,1.8125,1.74609375,0.5,5.0,8.0,0.4328358208955224,1.148148148148148,0.8611111111111112,0.75,?,?,?,?,?,?,?,?,?,0.3333333333333333,0.25,0.75,?,?,?,2.666666666666667,2.0,0.75,?,?,?,9.0,9.0,1.0,?,?,?,10.33333333333333,7.75,0.75,?,?,?,1.05241935483871,1.208333333333333,0.90625,?,1.359938401442307,?,?,?,1.0,0.3333333333333333,0.25,?,1.25,3.333333333333333,2.5,?,0.8888888888888888,8.0,8.0,?,0.02792489167067886,0.2885572139303482,0.2164179104477612,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,?,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,?,0.0,0.0,0.0,?,1.0,1.0,1.0,?,1.0,?,?,?,1.0,1.0,1.0,?,1.0,1.0,1.0,?,1.0,1.0,1.0,?,0.02985074626865672,1.0,1.0,?,1.027985074626866,1.291680007684426,1.0,1.0,0.4210526315789473,0.4328358208955224,?,?,?,?,0.0,0.0,Negative
1.961538461538461,2.056213017751479,0.5,6.0,13.0,0.4553571428571428,1.0,2.25,?,0.1666666666666667,1.5625,?,0.5,1.0,?,1.5,3.5,?,3.0,2.0,?,0.05357142857142857,0.08035714285714286,?,0.75,0.0625,0.5,1.0,2.0,0.02678571428571428,1.535714285714286,1.088010204081633,0.5,4.0,14.0,0.3839285714285715,1.961538461538461,0.8717948717948718,0.4444444444444444,?,?,?,12.33727810650887,1.315976331360946,0.1066666666666667,?,?,?,1.0,0.5,0.5,?,?,?,4.0,1.714285714285714,0.4285714285714285,?,?,?,4.333333333333333,6.5,1.5,?,?,?,8.5,5.666666666666666,0.6666666666666666,?,?,?,0.8531746031746033,1.706349206349207,1.023809523809524,?,0.5551072469804247,7.771501457725947,0.7912801484230055,?,1.0,1.0,1.0,?,0.6666666666666666,2.666666666666667,1.142857142857143,?,0.9333333333333333,2.8,3.5,?,0.01504022385449458,0.1268436578171092,0.08481262327416174,?,0.3823529411764706,0.75,0.3333333333333333,?,0.03039568345323741,0.375,0.04,?,1.0,1.0,0.5,?,0.1666666666666667,0.6666666666666666,0.2857142857142857,?,0.1538461538461539,0.6666666666666666,1.0,?,0.05882352941176471,0.5,0.3333333333333333,?,0.4166666666666666,0.8333333333333333,0.5,?,0.03188775510204081,0.4464285714285714,0.04545454545454546,?,1.0,1.0,1.0,?,0.1666666666666667,0.6666666666666666,0.2857142857142857,?,0.1333333333333333,0.4,0.5,?,0.001049317943336831,0.008849557522123894,0.005917159763313609,?,1.08974358974359,1.111111111111111,1.5,?,1.049088274362999,1.19047619047619,1.136363636363636,?,1.0,1.0,2.0,?,1.0,1.0,1.0,?,0.8666666666666667,0.6,0.5,?,0.01783840503672613,0.6666666666666666,0.75,?,0.9323979591836735,0.7287020833825997,1.0,0.6666666666666666,0.4117647058823529,0.3839285714285715,0.4090909090909091,0.03409090909090908,1.0,0.1666666666666667,0.1111111111111111,0.04545454545454545,Negative
